"title","price","rating","amenities","numero_registro","reviews","Dormitorio 1","Dormitorio 2"
"Apartamento con terraza cerca de Fira","82 €","4,83 (6)","['Secador de pelo', 'Lavadora', 'Plancha', 'TV', 'Cuna', 'Aire acondicionado', 'Calefacción', 'Detector de humo', 'Extintor de incendios', 'Wifi', 'Zona para trabajar', 'Cocina', 'Utensilios básicos de cocina', 'Llegada autónoma', 'Caja de seguridad para llaves', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Servicios básicos', 'No disponible: Detector de monóxido de carbono', 'No disponible: Champú', 'No disponible: Entrada independiente']","['Anfitrión profesional', 'Número de registro: ATB-000156']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Estancia estupenda, apartamento conforme, bien equipado y limpio.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Hermoso apartamento fácil acceso anfitrión siempre accesible apartamento limpio fue una estancia maravillosa'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Ubicación conveniente, buenas conexiones de transporte. La vivienda dispone de ascensor. El apartamento es muy acogedor. Todo lo que necesitas está ahí. Me sentí como en casa y, lo más importante, mis hijos se sintieron cómodos. Los propietarios respondieron rápidamente a los mensajes. Recomendaré este lugar a amigos y conocidos!!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Apartamento muy bien equipado y recibimos instrucciones claras y útiles de cómo llegar, distintos horarios y todo lo que pudiera ser relevante por parte del anfitrión.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'La propiedad no está muy lejos de la estación de metro, lo que hace que sea fácil explorar el centro de la ciudad. Apartamento totalmente amueblado, limpio y ordenado, recomendado'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · noviembre de 2024', 'review': 'Buena estancia en general.'}]",NA,NA
"Acogedora habitación junto a la Sagrada Familia","39 €","4,91 (65)","['Secador de pelo', 'Champú', 'Agua caliente', 'Gel de ducha', 'Lavadora', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Plancha', 'Televisión de alta definición de 42 pulgadas con Amazon Prime Video, Disney+, televisión por cable estándar', 'Juegos de mesa', 'Calefacción', 'Wifi', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Cocina eléctrica', 'Horno', 'Hervidor de agua', 'Cafetera', 'Tostadora', 'Mesa de comedor', 'Patio privado o balcón', 'Aparcamiento gratuito en la calle', 'Se permite dejar el equipaje', 'Disponible para estancias largas', 'No disponible: Cerradura en la puerta del dormitorio', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Una muy grata sorpresa me he llevado. Un alojamiento limpio y cómodo, me he sentido como en casa, la zona a mi me parece ideal y además Ana es súper amable y simpática. La relación calidad precio se queda corta, para mí es más la calidad que ofrece que el precio, he estado en sitios más caros y mucho peores. Y lo mejor de todo la cama, super cómoda. Muchísimas gracias por todo y espero que te vaya todo muy bien en la vida!!!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Gracias a Ana por hospedar, se esforzó al máximo para atender  mi llegada flexible. Tenía excelentes sugerencias sobre las cosas que hacer en función de mi horario. Tiene un montón de conocimientos sobre turismo en Barcelona. El alojamiento estaba limpio y ordenado y la proximidad a varios lugares lo convierte en una estancia perfecta. Sin duda lo recomiendo a cualquiera que se aloje aquí.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'Tuve una estancia encantadora, cálida, limpia y acogedora. Muy bien situado cerca del supermercado, parada de autobús y metro. Ana es una anfitriona increíble. ¡Espero volver el año que viene!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'Tuve una estancia estupenda. Ana fue muy acogedora y frendly y me dio una gran información sobre Barcelona y sugerencias más allá. El piso estaba extremadamente limpio y ordenado y la cama muy cómoda. Fáciles conexiones de transporte al resto de la ciudad. Recomendado.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'Los apartamentos de Ana estaban superlimpios y todo bien! También me dio muchas recomendaciones excelentes para lugares de brunch desde donde trabajaba todos los días.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'un alojamiento muy agradableAna muy atenta y amable, respondió lista y dio muy buenos consejosRecomiendo el lugar!'}]",NA,NA
"Habitacion Pequeña en Centro de Barcelona!","31 €","Nuevo","['Secador de pelo', 'Productos de limpieza', 'Champú', 'Acondicionador', 'Gel de ducha', 'Agua caliente', 'Lavadora', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Plancha', 'Espacio para guardar la ropa', 'Ventiladores portátiles', 'Calefacción', 'Cerradura en la puerta del dormitorio', 'Wifi', 'Zona para trabajar', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Fogón', 'Hervidor de agua', 'Cafetera', 'Copas de vino', 'Compactador de residuos', 'Mesa de comedor', 'Café', 'Patio o balcón', 'Aparcamiento de pago fuera de las instalaciones', 'Recepción por parte del anfitrión', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: TV', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hoy', 'review': 'Overal muy buen lugar,  no expencive, ubicación también genial, todo cerca. apartamento con todas las comodidades y moderno. Habitaciones pequeñas pero privadas y según la descripción. Las paredes son finas como el papel, por lo que todos escucharán a todos los demás, la satisfacción puede desconfiar dependiendo de la suerte con los coalquileres. El barrio tampoco es el mejor, lleno de ""diversidad"", por lo que no es muy limpio y acogedor. Pero a solo unas cuadras en cualquier dirección y tienes todo en tu palma. Definitivamente vale la pena si te parece bien con los inconvenientes mencionados. ¡Gracias por la cálida bienvenida a los anfitriones!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Calidad y precio está muy bien, limpieza todo perfecto <U+0001F4AF>, y todo funcionaba bien. La ubicación muy central. Lo único sino es que es en una 4 planta sin ascensor.La comunicación era muy fácil porque el antifrion estaba siempre disponible. Muchas gracias.'}]",NA,NA
"Maravillosa habitación .","49 €","4,74 (39)","['Vistas a la montaña', 'Gel de ducha', 'Bidé', 'Agua caliente', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Plancha', 'Espacio para guardar la ropa', 'Aire acondicionado', 'Calefacción', 'Cerradura en la puerta del dormitorio', 'Wifi', 'Frigorífico', 'Microondas', 'Platos y cubiertos', 'Hervidor de agua', 'Cafetera', 'Tostadora', 'Entrada independiente', 'Lavandería cercana', 'Patio o balcón', 'Mobiliario exterior', 'Comedor al aire libre', 'Ascensor', 'Disponible para estancias largas', 'Limpieza disponible durante la estancia', 'Recepción por parte del anfitrión', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Cocina', 'No disponible: TV', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Mejor de lo que esperaba, todo ordenado y limpio. Claudia es simpática, atenta y una anfitriona de 10. Estuve tan agusto que me habría quedado más tiempo!! Recomiendo al 100%'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'Todo excelente'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'El lugar era en realidad mejor que en las fotos'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'Tuve una estancia agradable ya que todo estaba limpio y ordenado. ¡10/10 volvería a reservar!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'Claudia fue muy acogedora y siempre atenta. Me ha encantado la semana pasada en su apartamento. ¡Gracias!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · octubre de 2024', 'review': 'Claudia fue maravillosa, la casa el lugar y todo, cumplió mis necesidades. Paz, tranquilidad, y buena comunicación. El hogar idóneo, la terraza espectacular.Todo genial, incluso ella, que fue una casera espectacular y única.'}]",NA,NA
"Habitación curiosa para un centro","22 €","Nuevo","['Secador de pelo', 'Champú', 'Gel de ducha', 'Agua caliente', 'Ropa de cama', 'Plancha', 'Aire acondicionado', 'Calefactor portátil', 'Cerradura en la puerta del dormitorio', 'Wifi', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Hervidor de agua', 'Cafetera: cafetera de filtro', 'Copas de vino', 'Lavandería cercana', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: TV', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 4\xa0días', 'review': 'Buen sitio para hospedarse unos días'}]",NA,NA
"Espacio para uno","27 €","4,53 (45)","['Secador de pelo', 'Productos de limpieza', 'Agua caliente', 'Servicios básicos', 'Plancha', 'Aire acondicionado', 'Sistema de calefacción sin conductos tipo split', 'Cerradura en la puerta del dormitorio', 'Wifi', 'Zona para trabajar', 'Cocina', 'Microondas', 'Platos y cubiertos', 'Congelador', 'Hervidor de agua', 'Copas de vino', 'Tostadora', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: TV', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","No information","[{'rating': 'Valoración: 2\xa0estrellas', 'date': 'Valoración: 2\xa0estrellas,  · Hace 1 semana', 'review': 'El espacio está bien. Definitivamente debes saber que las paredes son muy delgadas y puedes escuchar todo. Además, podría imaginarme que la ubicación parece relativamente espeluznante para algunos. La llegada también estaba muy mal descrita, aquí más información sería muy buena'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Muy buena estancia en este alojamiento.Había visto algunos comentarios sobre el ruido y en realidad depende solo de otros viajeros. Dos noches ya no había ningún ruido temprano por la noche, y otra noche, tarde, le pedí a alguien que dejara su llamada telefónica, lo que se respetó. Es cierto que las particiones no aíslan muy bien el ruido, pero en la mayoría de los casos la gente es respetuosa.Nicolas muy amable y me dio la bienvenida. El alojamiento está bien situado para ir a visitar a pie o ir a alquilar una bicicleta. El alojamiento está limpio, bien equipado y el precio es correcto.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 4 semanas', 'review': 'Todo según lo esperado'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · noviembre de 2024', 'review': 'Con todo, quedé satisfecho con la estancia y estaba bien, ya que solo dormía en la habitación y pasaba la mayor parte del tiempo al aire libre.Qué debes saber si reservas esta habitación: - Puedes escuchar cada palabra de la gente de la habitación que tienes a tu lado. Dormí con tapones para los oídos y las otras personas estaban en su mayoría, por lo que no fue un gran problema para mí.- El raval (la zona donde se encuentra el airbnb) es un poco incompleta, al principio no me sentí cómodo, pero me acostumbré en unas horas, así que ya no me importó después del día 1. - Barrera lingüística: Hubo un problema con la comunicación entre el coanfitrión Nicolas y yo, ya que no hablaba inglés y yo no hablaba español. Así que eso fue un poco frustrante, especialmente el último día cuando quería recoger mi equipaje para ir al aeropuerto y Nicolas llegó 40 minutos tarde. Asumo que esto se debió a la barrera del idioma. No estoy seguro de si me quedaría allí de nuevo, sin embargo, si quieres asegurar dinero como yo, probablemente sea bueno para ti.'}, {'rating': 'Valoración: 3\xa0estrellas', 'date': 'Valoración: 3\xa0estrellas,  · noviembre de 2024', 'review': 'Está bien quedarse unas noches y conocer Barcelona,  parece que tienes que estar alerta de tu entorno, ¡pero es seguro! Elegí el lugar , debido al aire acondicionado. Pero el aire acondicionado no funciona . Se lo dije al tipo, pero no estaba arreglado. Aparte de eso. Todo lo demás estaba bien.'}, {'rating': 'Valoración: 2\xa0estrellas', 'date': 'Valoración: 2\xa0estrellas,  · octubre de 2024', 'review': 'Camilia no hizo ningún esfuerzo para indicarme los itinerarios que quería pedir prestado para visitar Barcelona y cómo llegar a la estación de tren.Además, el aire acondicionado estaba justo encima de mi cama, por lo que sufrí directamente más ruido.El tabique que me separaba de la sala de estar no paraba ningún ruido.'}]",NA,NA
"CN4 Bonita habitación doble en el centro!","41 €","4,75 (114)","['Secador de pelo', 'Productos de limpieza', 'Champú', 'Acondicionador', 'Gel de ducha', 'Agua caliente', 'Gel de ducha', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Persianas o cortinas opacas', 'Plancha', 'Espacio para guardar la ropa', 'Aire acondicionado portátil', 'Ventiladores portátiles', 'Cerradura en la puerta del dormitorio', 'Cámaras de seguridad en los exteriores de la propiedad', 'Wifi', 'Zona para trabajar', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Fogón', 'Hervidor de agua', 'Cafetera', 'Café', 'Ascensor', 'Disponible para estancias largas', 'Recepción por parte del anfitrión', 'No disponible: TV', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Calefacción']","['Anfitrión particular', 'Número de registro: HUTB-264526']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 4\xa0días', 'review': '¡Tuve una estancia estupenda! ¡Artur fue un anfitrión fantástico y fue de gran ayuda y el alojamiento fue perfecto para mi estancia!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Muchas gracias por el alojamiento Artur. Una excelente ubicación si deseas recorrer Barcelona.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Estupendo'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'La ubicación de este lugar era genial y justo al lado de un Lidl, lo que lo hacía muy conveniente para el agua y la comida. Era un lugar muy grande y siempre limpio. Artur también fue un anfitrión excelente, receptivo y servicial. Me quedé aquí más de una semana y ha valido la pena. Algunas cosas que los viajeros deben tener en cuenta: el baño está bastante lejos de esta habitación, al otro lado del apartamento. Además, todas las demás habitaciones también pueden tener huéspedes, por lo que nunca se sabe realmente quién está en el apartamento a la vez.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'Tuve una estancia estupenda en Barcelona en casa de Arthurs. Es muy receptivo y da todos los detalles a tiempo. La llegada fue muy fluida. La habitación estaba limpia y era precisa, como muestran las imágenes. La ubicación está muy bien. Es fácil de conseguir desde el autobús del aeropuerto. A poca distancia a pie del centro , plaza de catalunya, etc. ¡Recomendaría encarecidamente su alojamiento para una estancia en Barcelona!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': '¡El alojamiento era estupendo, especialmente para personas que viajan solas! Hay muchos restaurantes cerca, fácil acceso al metro. ¡Artur fue muy activo y receptivo durante toda mi estancia! ¡Definitivamente volveré a utilizar este lugar y se lo recomendaré a cualquiera que viaje a Barcelona!'}]",NA,NA
"Acogedora habitación individual en un apartamento moderno","32 €","4,65 (74)","['Secador de pelo', 'Productos de limpieza', 'Champú', 'Acondicionador', 'Agua caliente', 'Gel de ducha', 'Lavadora', 'Servicios básicos', 'Perchas', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Plancha', 'Tendedero para ropa', 'Espacio para guardar la ropa', 'Aire acondicionado centralizado', 'Calefacción', 'Detector de humo', 'Wifi', 'Zona para trabajar', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Fogón', 'Horno', 'Hervidor de agua', 'Bandeja de repostería', 'Mesa de comedor', 'Entrada independiente', 'Patio privado o balcón', 'Ascensor', 'Aparcamiento de pago en garaje fuera de la propiedad', 'Aparcamiento de pago en las instalaciones', 'Alojamiento de una altura', 'Se permite dejar el equipaje', 'Recepción por parte del anfitrión', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: TV', 'No disponible: Secadora', 'No disponible: Detector de monóxido de carbono']","['Anfitrión profesional', 'Número de registro: HUTS-518872']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Buena comunicación y una ubicación estupenda'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · Hace 2 semanas', 'review': 'No hubo ningún problema con la respuesta y los servicios del anfitrión, y pasamos un rato agradable.La persona que se quedó en la habitación de al lado al mismo tiempo era un estilo de escuchar música mientras movía los altavoces a mano, por lo que solo era menos 1.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'Es la segunda vez que me quedo y la experiencia fue genial'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'Amable y buena comunicación de host.Mucho muy bonito aquí, gran relación calidad-precio'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'la comunicación con ligelang fue suave, acogedoras y limpias habitaciones. baño compartido y cocina. muy cerca de la estación de metro europa/fira y del centro comercial gran via 2.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · octubre de 2024', 'review': 'alojamiento muy bueno.'}]",NA,NA
"Un lugar especial en Barcelona","86 €","4,8 (563)","['Secador de pelo', 'Productos de limpieza', 'Champú', 'Acondicionador', 'Gel de ducha', 'Agua caliente', 'Gel de ducha', 'Lavadora', 'Secadora', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Persianas o cortinas opacas', 'Plancha', 'Tendedero para ropa', 'Espacio para guardar la ropa', 'Televisión de alta definición con Fire TV', 'Parque/cunas de viaje', 'Trona', 'Aire acondicionado', 'Calefacción', 'Cámaras de seguridad en los exteriores de la propiedad', 'Detector de humo', 'Detector de monóxido de carbono', 'Extintor de incendios', 'Botiquín', 'Wifi', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Fogón', 'Horno', 'Hervidor de agua', 'Cafetera', 'Copas de vino', 'Tostadora', 'Mesa de comedor', 'Elementos básicos para la playa', 'Aparcamiento de pago fuera de las instalaciones', 'Alojamiento de una altura', 'Disponible para estancias largas', 'Llegada autónoma', 'Personal en el edificio']","['Anfitrión particular', 'Número de registro: HUTB-012690']","[{'rating': 'Valoración: 3\xa0estrellas', 'date': 'Valoración: 3\xa0estrellas,  · Hace 1\xa0día', 'review': 'Cerca del supermercado, estación de metro.El vino y el agua también se proporcionan de forma gratuita.Pero me preocupaba el olor del apartamento y la antigüedad de las instalaciones.Me quedé una semana, así que fue difícil ser honesto.No pude sentir el encanto de Barcelona con buen tiempo porque no había ventana.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Encantador <U+2728>'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'Cuando entras en su casa en Ángeles, puedes ver que es alguien que se preocupa por los pequeños detalles. Desde los folletos de la mesa de la cocina con consejos e información (como un mapa de Barcelona) hasta la botella de vino preparada en la cocina (que por desgracia no toqué, pasé más tiempo fuera que dentro). A las pizarras blancas decorativas en las paredes con mensajes de personas anteriores que se alojaron allí solo te hace sentir bienvenido y seguro.¡Volvería a hospedarme allí la próxima vez que fuera el Barça!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'También hay un supermercado cerca y algunos condimentos estaban disponibles, lo que fue útil.La habitación está limpia y el barrio es tranquilo a pesar de que está cerca de la estación.Sería aún mejor si hubiera artículos de baño (jabón de cuerpo, acondicionador para el cabello, etc.).La clave es un poco difícil de abrir y cerrar.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'La casa de Ángeles está al lado del metro y junto a un supermercado y esto me hizo la vida súper fácil. Me gustó mucho la ubicación porque había mucha gente local. El mejor restaurante en el que he estado todo el año estuvo en la misma calle del Airbnb (un lugar catalán contemporáneo). Me lo pasé muy bien. Ángeles fue de gran ayuda: no podría haber hecho más. El lugar estaba completamente impecablemente limpio. Realmente aprecié todos los detalles, el cuidado y la consideración que se introdujeron en este Airbnb. Me sentí muy bienvenido. Gracias!'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · noviembre de 2024', 'review': 'Pasé unos días muy lindos en el apartamento de Los Ángeles. El departamento es muy amplio y mejor equipado. Encontrarás todo lo necesario para una estancia. La llegada autónoma fue sin problemas y el apartamento está en un barrio agradable con el metro a la vuelta de la esquina. Lo único a tener en cuenta es que el apartamento está en la planta baja y deja entrar muy poca luz del día. A través de una construcción de ventana especial, en realidad solo se puede ventilar a través del aire acondicionado. Por lo demás, todo está genial y tal y como se describe y se fotografía en el anuncio.'}]",NA,NA
"Habitación individual centro cerca Sagrada Familia","29 €","4,43 (30)","['Secador de pelo', 'Champú', 'Gel de ducha', 'Agua caliente', 'Plancha', 'Sistema de aire acondicionado sin conductos tipo split', 'Sistema de calefacción sin conductos tipo split', 'Cerradura en la puerta del dormitorio', 'Wifi', 'Cocina', 'Frigorífico', 'Microondas', 'Platos y cubiertos', 'Hervidor de agua', 'Cafetera: cafetera manual de filtro', 'Copas de vino', 'Mesa de comedor', 'Lavandería cercana', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: TV', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hoy', 'review': 'Excelente ubicación, muy buenos lugares cerca de esta.El encargado, muy puesto a ayudar.Da buenas indicaciones y sugerencias de sitios para visitar.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Armando es un tipo genial, me dio la bienvenida con una sonrisa. Me ayudó con el equipaje. Un gran tipo. Me encantó el apartamento. Era tan moderado que la habitación era cómoda. El baño estaba superlimpio. Realmente tuve tiempo relajado pasando la noche. Definitivamente recomiendo a mis amigos que visiten este lugar.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': '¡Tuve una estancia estupenda en casa de Armando! Fue muy servicial, gran comunicación y en general disfruté la estancia. Súper recomendable! Excelente ubicación céntrica'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · noviembre de 2024', 'review': 'buen anfitrión'}, {'rating': 'Valoración: 1\xa0estrella', 'date': 'Valoración: 1\xa0estrella,  · noviembre de 2024', 'review': 'La habitación era muy pequeña y no se correspondía en absoluto con la foto, la pared de la habitación parecía un almacén y realmente me sentí como estar en una prisión.Aunque hice una reserva para dos noches, me fui después de una noche y fui a otro hotel.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · octubre de 2024', 'review': 'Armando gran anfitrión. Muy amables y atentos. La comunicación con el anfitrión fue excelente. Su casa tiene 3 baños, así que nunca esperas a nadie. Todo el apartamento estaba muy limpio y la limpieza se hacía todos los días. La habitación es pequeña pero lo suficientemente cómoda si planeas pasar mucho tiempo al aire libre y usarla para dormir. En el cuarto había todas las necesidades. La ubicación es perfecta, en la hermosa zona, a poca distancia a pie de todo. Ten en cuenta que el departamento  está en el piso -1, básicamente en el sótano, por lo que la entrada al mismo no es muy sofisticada. Además, no habrá luz natural en absoluto. Trae tapones para los oídos, porque el bloqueo del ruido es muy débil. En general, una estancia estupenda por un precio tan barato.'}]",NA,NA
